,Building_Height_(m),Number_of_Floors,Number_of_People_Rescued,Number_of_Fire_Extinguishers,Number_of_Emergency_Exits,Number_of_Fire_Alarms,Temperature_(_C),Humidity_(%),Wind_Speed_(m_s),Precipitation_(mm),repair,Building_Type_Industrial,Building_Type_Residential,Fire_Occurrence_Yes,Type_of_Fire_Electrical,Type_of_Fire_Negligence,Fire_Scale_Medium,Fire_Scale_Small,Sprinkler_System_Present_Yes,Electrical_Equipment_Inspection_Conducted_Yes,Gas_Equipment_Inspection_Conducted_Yes
9861,10,3,19,7,5,4,20.897084194541968,0.7001039519203652,3.4973429179257134,29.45135985014663,0.25,0,1,1,0,1,1,0,0,0,0
9862,5,1,4,7,1,3,19.942130376474207,0.586664803792744,3.819356100652804,14.618132591285391,0.25,0,1,1,0,0,1,0,1,0,0
9864,5,1,24,5,1,0,20.98288462304567,0.5111971374580647,3.982368162540034,32.22530768486857,0.25,0,1,1,0,0,1,0,0,0,0
9871,34,9,26,5,10,5,15.500003952053913,0.7627007750544763,2.70197950245439,37.87973703297939,0.25,0,1,1,0,0,0,1,1,0,0
9872,22,6,28,3,5,7,20.53420265507675,0.8354468523389735,1.2195363644505126,34.79698213794417,0.0,0,0,1,0,0,1,0,1,0,1
9879,43,12,45,1,7,4,24.756338328830093,0.9779718619519728,3.069498163134736,2.3,0.5,0,1,1,1,0,1,0,1,1,1
9880,34,9,42,5,13,9,21.46546515814168,0.9940000000000001,4.052826490108188,73.35779211490411,0.25,0,1,1,0,1,0,1,1,1,1
9882,30,9,29,6,11,12,15.1,0.763017116862907,1.3829539374698765,28.821114757182087,0.0,0,0,1,0,1,1,0,1,0,0
9884,32,9,1,6,12,9,15.34083463040783,0.968528838240698,2.218401574388356,51.34306614075642,0.5,0,1,1,0,1,0,1,1,1,1
9886,23,7,38,1,7,11,20.84633592144556,0.6454154068338829,2.659987438773501,59.17874403505103,0.0,0,0,1,0,0,1,0,1,0,1
9888,25,7,37,1,4,1,21.320998744293988,0.5433992574937156,4.092909749341795,18.09773507211388,0.0,0,0,1,0,0,0,1,0,0,0
9889,32,9,41,1,9,16,24.701883031292567,0.6860087532762453,3.645446333035752,44.63874362530052,0.25,0,0,1,0,0,1,0,1,0,0
9892,45,13,13,5,7,8,22.65798916354447,0.5308557972307366,3.050066785954124,35.599913547704865,0.75,0,0,1,0,1,0,0,1,0,1
9896,42,12,20,3,7,0,24.74018995100483,0.9396113064555403,4.510997626277272,2.3,0.75,0,0,1,0,0,0,1,1,0,0
9898,5,1,33,5,4,8,16.96967857896637,0.8022098670632535,3.2976368067560404,94.1,0.25,0,1,1,0,0,1,0,1,1,1
9900,20,6,0,10,7,10,16.758215787024497,0.4725958404095201,4.525928168701084,69.90432225313634,0.0,0,1,1,0,1,0,1,1,0,1
9908,14,4,29,3,5,6,18.96426985204604,0.9108483090904371,2.1876690039152926,34.67897314349718,0.75,0,0,1,1,0,1,0,1,0,0
9910,24,7,41,6,8,14,23.755922465565604,0.6512501541511702,2.2321334628456952,42.66721566925917,0.25,0,0,1,0,1,1,0,0,0,1
9915,29,8,24,5,4,3,18.74787648092928,0.6167351294531,2.765248481334236,13.883314807830132,0.0,0,0,1,0,0,1,0,1,0,1
9917,40,11,27,1,4,13,29.7,0.6681446863833851,2.7747477074405134,55.752026803719055,0.75,1,0,1,1,0,0,1,1,1,0
9918,48,14,25,7,16,10,19.325523413576462,0.83744221924156,0.6,41.417612389877576,0.75,1,0,1,1,0,1,0,1,0,0
9921,27,8,9,3,9,9,22.03239273427404,0.8587991343494309,2.7812680598438204,39.64239786269209,0.75,0,0,1,0,0,1,0,1,0,0
9924,20,6,33,4,8,9,20.47039181392514,0.6211192124678585,3.720600256136191,53.24088699075179,0.5,0,0,1,0,1,0,1,1,0,0
9928,15,4,0,8,5,7,15.1,0.6310731758350797,2.6764932339149428,40.13393154885468,0.75,0,1,1,0,1,1,0,1,0,0
9933,18,5,9,8,2,1,18.870550017719307,0.7487702064896135,2.729690994810897,41.95043877547324,0.75,1,0,1,1,0,0,0,0,0,0
9935,12,3,18,4,5,4,20.16846432959377,0.6960511923577286,3.5271594447203025,40.65143378658589,0.0,0,1,1,0,0,1,0,1,0,0
9937,44,12,26,6,11,10,28.52024130253876,0.9398587055014954,3.1103569032801897,43.8299320723492,0.25,0,0,1,0,1,0,1,1,0,1
9941,34,10,11,9,10,8,24.87604709343355,0.8123440706430932,3.817070996590366,30.050050054746084,0.75,0,0,1,0,1,1,0,1,0,0
9943,18,5,28,3,5,6,22.027384882272568,0.8281047756666158,3.001122411624506,42.44105639570384,0.0,0,0,1,0,1,0,1,1,0,0
9944,5,1,23,4,1,1,20.85927012088059,0.5803576287686353,4.118813993747656,9.503736952012872,0.0,0,1,1,1,0,0,1,1,0,0
9948,26,7,35,3,9,6,15.822876985057608,0.9940000000000001,0.7683208671312312,65.88927523378112,0.0,0,1,1,0,0,0,0,0,0,1
9951,16,4,33,6,6,9,15.1,0.44834773046703574,4.9,78.42471308872385,0.0,0,1,1,0,1,0,1,1,0,0
9956,25,7,14,7,4,8,22.80510034753927,0.4691430544819952,3.251107856688589,56.83065545841711,0.0,0,0,1,0,0,1,0,0,0,0
9957,38,11,0,5,8,10,26.172289263317147,0.5631558759217691,3.8112616084409807,2.88891907765666,0.0,0,1,1,0,0,0,1,0,0,0
9961,34,9,50,4,9,8,25.053185419588804,0.793674884479134,1.3286948575027484,13.289593663992603,0.5,0,0,1,0,1,1,0,0,0,1
9965,25,7,23,6,5,11,27.417295957271733,0.5872438824354979,2.381163254729453,53.456949388801874,0.75,0,0,1,0,1,1,0,0,1,1
9966,15,5,39,6,5,3,25.051080178988983,0.8836546811864652,1.4712596462875658,59.42256645202828,0.5,1,0,1,0,1,1,0,1,0,0
9970,32,9,32,5,10,4,19.276150290748173,0.7379397157723061,4.9,2.3,0.0,0,1,1,0,0,0,1,1,1,1
9971,25,7,50,5,8,14,25.14326441282267,0.6889256212033191,3.930141000721632,59.76336253443791,0.75,1,0,1,0,1,0,0,1,0,0
9974,9,3,38,4,4,0,16.657172556079097,0.9380660993554726,3.929585160055692,23.938298237573346,0.0,0,1,1,0,0,1,0,1,0,1
9981,36,10,33,5,6,9,27.55209305907671,0.820681994151238,1.281711423488593,24.545581362117822,0.0,1,0,1,0,0,0,1,0,0,0
9982,5,1,44,3,1,2,18.446243706041933,0.8801711932581446,4.631731682363045,44.20574348668144,0.5,0,1,1,0,1,0,0,0,1,0
9983,49,14,11,8,13,15,19.70654203279202,0.6113519884165295,1.8457291000311205,44.92318857034638,0.25,0,1,1,0,0,0,1,1,0,0
9985,5,1,16,4,3,8,26.25054922185032,0.6006749334868303,3.386694630740326,9.011819333614032,0.75,0,1,1,0,1,1,0,0,0,0
9988,29,8,16,7,6,0,17.484243360678015,0.6107754478015633,2.2738780784480155,21.65418028089736,0.25,0,1,1,0,0,0,1,1,0,0
9993,31,9,31,2,9,10,29.7,0.9215253334534501,2.4259784359409013,84.31476637705146,0.75,0,1,1,0,1,1,0,0,0,1
9999,39,11,21,8,9,7,22.03739751941157,0.7202552896490463,1.612824995524301,10.91039669665371,0.0,0,1,1,0,0,1,0,0,0,0
10002,12,3,21,4,8,6,21.82204332327999,0.8801925861030093,2.553612456418544,94.1,0.25,0,0,1,0,0,0,0,1,0,1
10005,25,7,31,3,2,11,27.046072686027856,0.58647987055073,3.1360778439520725,37.57824340838821,0.75,1,0,1,0,0,1,0,0,0,0
10012,10,3,18,4,3,10,19.594150062752377,0.5983231813727565,4.727855939024301,25.49644592829433,0.25,0,1,1,0,0,1,0,1,0,1
10018,45,13,21,8,15,10,24.95671120669793,0.9398403783234448,2.559291375240601,41.88347082451212,0.0,1,0,1,0,1,0,1,0,0,1
10019,21,6,37,1,5,0,24.477001541244032,0.8772481960262611,3.1566482936800706,2.3,0.0,0,0,1,0,0,0,1,0,0,0
10022,47,14,25,6,17,11,21.25700881379693,0.7065446656481391,2.9226798860751195,36.43285476536271,0.0,0,0,1,0,1,0,0,1,0,1
10025,19,6,0,4,4,2,28.475147157196776,0.6020754770580017,4.9,24.820954334054896,0.0,1,0,1,0,1,1,0,1,0,0
10026,28,7,27,2,5,0,18.250382684334703,0.5742985935419075,2.9712881383780814,27.4553735559945,0.75,0,0,1,0,0,1,0,0,0,0
10030,34,10,0,2,8,9,24.871868716313127,0.7414370614306779,2.758227451829673,14.183553943821057,0.0,0,0,1,0,0,0,0,1,1,0
10031,8,2,34,7,3,2,15.1,0.6997993048656289,1.5533443325591214,58.43298716999937,0.25,0,1,1,0,1,0,1,1,0,0
10033,28,8,23,4,5,4,26.03532107315667,0.8157086432396052,1.67346754929441,2.3,0.0,1,0,1,0,0,1,0,0,0,1
10035,37,11,7,7,5,2,24.530039658585245,0.6499479217123771,2.3682221318246435,54.81642189528412,0.0,0,0,1,0,0,0,1,0,0,0
10036,17,5,4,10,8,5,15.1,0.770045886702071,3.0414438403656394,55.69674584227839,0.25,0,1,1,0,0,0,1,1,0,0
10038,27,7,35,7,4,0,15.184159800839597,0.6645902604842786,1.5939231369364262,40.93644063535476,0.75,0,0,1,0,1,1,0,1,0,0
10039,27,8,24,5,7,15,29.562722194981458,0.6813887514320573,1.8409990593846568,33.3238981616121,0.0,0,0,1,0,1,0,1,0,1,1
10044,48,13,16,6,15,12,20.944991421233546,0.6822646629897368,2.810252500531028,49.68155725324903,0.0,0,1,1,0,0,0,1,1,0,1
10045,21,6,36,3,4,4,24.93881648570088,0.7696100854943903,2.086788511795824,68.44509763454364,0.0,1,0,1,0,1,1,0,1,1,1
10047,12,4,18,5,2,0,22.05788627600211,0.7699633859619891,2.3182632680178585,36.22598239468719,0.0,0,1,1,0,0,0,1,1,0,1
10048,41,12,11,1,14,10,22.363248605612064,0.842170869230892,2.36352166399959,53.80677894879929,0.5,0,0,1,0,0,1,0,0,0,1
10049,18,5,40,3,5,4,24.69844194495949,0.6398796408609811,2.1364064487572305,31.00942373863484,0.0,0,1,1,0,0,0,1,0,0,1
10050,15,4,16,9,3,12,18.80405753305999,0.5724366515650433,2.058329880056862,46.16255736620757,0.25,1,0,1,0,1,1,0,0,0,0
10051,37,10,24,6,10,13,25.207651806329167,0.7313657126127131,4.9,36.1682169711707,0.25,0,1,1,0,1,0,0,1,0,1
10052,12,3,9,4,3,1,17.3246851866894,0.6536201169368268,2.864730826980564,53.634011081649305,0.0,1,0,1,0,0,0,1,1,0,1
10054,22,6,34,4,6,5,25.86148047081497,0.818839430479905,2.153157082481836,37.89445830771679,0.75,0,0,1,0,0,1,0,0,0,0
10056,49,14,34,1,12,14,26.94407924577402,0.8621868077343016,3.7048065748402914,38.39151262401688,0.75,0,1,1,0,0,0,1,1,0,1
10057,38,11,5,9,9,15,21.29084991972279,0.5160629983897542,1.1890985286507023,70.81733569187156,0.0,1,0,1,0,0,1,0,1,0,1
10059,20,6,8,3,7,8,21.53659044714356,0.5982622919363461,2.842702574259913,39.00643512641693,0.0,0,1,1,0,0,0,0,1,0,0
10060,19,5,18,8,2,0,19.68349697234689,0.5612529723998927,2.3136227150168938,36.61955395924871,0.75,1,0,1,1,0,1,0,0,0,0
10062,49,14,2,5,13,14,25.372902556018165,0.7952888174315134,2.8798372103099337,2.3,0.0,0,1,1,0,0,1,0,1,0,1
10064,32,9,49,6,9,15,23.723376152190166,0.6956321268696479,4.482417559488971,55.17272940006434,0.5,0,0,1,1,0,1,0,1,1,1
10065,30,8,4,7,8,10,22.125503942474925,0.6775069238680109,0.923653262757682,73.68551040783282,0.0,0,0,1,0,1,1,0,0,0,0
10068,41,11,9,6,12,15,20.55398234469337,0.7607224661845012,2.298990448040955,18.78745900733824,0.0,0,0,1,0,1,1,0,1,0,1
10070,29,8,12,5,3,2,21.947079950598432,0.4455349834735783,3.016568370454585,37.41714483526443,0.0,0,0,1,1,0,0,1,0,1,0
10071,17,4,16,4,6,7,19.96712213773614,0.8906237998473959,4.482631311324543,51.78991666871762,0.75,0,1,1,0,1,0,1,1,0,0
10077,5,1,13,7,1,1,15.985836352088002,0.7458159495137846,1.9493350821735853,72.11343329698204,0.0,0,1,1,0,1,0,1,1,0,0
10086,23,6,43,3,7,15,23.92602204273485,0.9940000000000001,2.795569313273832,50.99398422306177,0.75,0,0,1,1,0,1,0,0,1,1
10088,38,11,20,6,12,12,22.164286363927435,0.7853893816317077,0.916735770300844,80.62349263324734,0.0,0,0,1,0,0,0,0,1,0,0
10090,12,4,13,5,4,0,15.1,0.6310042183642258,3.3984688380938075,65.04406642465221,0.25,0,1,1,0,1,0,1,1,0,0
10092,33,10,8,8,7,6,16.119156113472897,0.8594173919612778,2.456433007142288,11.723497686105578,0.0,0,1,1,0,1,1,0,1,0,0
10096,20,6,21,7,1,0,20.851776275640454,0.40399999999999997,0.9851187768526106,27.48467189618245,0.0,0,0,1,0,0,0,1,0,0,0
10097,14,4,13,3,6,4,15.1,0.9595129981543766,3.618253504394133,41.7924067504861,0.0,0,1,1,1,0,1,0,1,0,0
10100,49,14,38,7,16,18,24.961613841660707,0.630511236334113,2.805457894164652,20.00551274028016,0.0,0,0,1,0,0,0,1,1,0,0
10103,32,9,17,8,6,5,24.04653553377868,0.6498403472513686,2.7749833882806034,87.40736548155397,0.0,0,0,1,0,1,0,1,1,0,1
10107,21,6,18,7,6,4,20.67547509117289,0.7971570475468179,4.623270394544572,33.37586078854792,0.0,0,0,1,0,0,0,0,1,0,0
10108,12,4,16,7,5,2,20.976426513215664,0.5277521563708606,3.4178680648789856,59.10963977806498,0.25,0,1,1,0,0,0,1,1,0,0
10109,21,6,17,6,7,8,15.1,0.7663429792088224,2.8592157729965706,25.332929990597307,0.25,0,1,1,0,1,0,1,1,0,1
10110,43,12,31,2,13,8,23.578959374514465,0.9742275352202044,4.155846670411707,37.92850001387531,0.0,0,0,1,0,0,0,0,0,0,0
10121,30,9,15,4,5,7,18.46229899892469,0.4347772818435528,3.914834670792629,77.35093412481507,0.25,1,0,1,0,1,1,0,1,0,1
10122,17,5,31,4,6,12,29.303523210020533,0.5430346576944884,3.492123886698529,29.71589001348982,0.75,1,0,1,0,1,0,1,1,1,1
10125,41,13,33,6,13,13,21.96281804407254,0.6923561317238652,0.8746166512143771,49.43952508276084,0.25,1,0,1,0,1,0,0,1,1,1
10127,34,10,17,7,9,8,27.196149114106813,0.6824741536622773,1.6613001742640885,20.58814314995272,0.0,0,0,1,0,1,0,1,1,0,0
10128,30,9,15,6,10,11,19.31867705973728,0.8692311209484687,2.712322627011017,67.02577893407252,0.0,0,0,1,0,0,1,0,1,0,0
10131,23,6,22,6,7,0,19.41416499671804,0.8321791613466845,2.453576564906542,43.3353800755053,0.25,1,0,1,0,1,1,0,1,1,1
10132,27,8,48,5,7,5,27.213737614684977,0.660963857671181,1.832722062193037,3.3813703385660503,0.75,0,1,1,0,0,0,1,0,0,0
10136,14,4,22,10,1,0,26.993305854594222,0.5827248031454343,2.1949979775183395,8.637314781587612,0.75,1,0,1,0,1,1,0,0,0,0
10144,48,14,16,1,8,9,25.48082589439701,0.7759220621346978,2.9477166362307408,2.3,0.75,0,0,1,0,0,0,1,0,0,0
10149,15,4,35,8,4,2,20.666714137840017,0.8489303582085259,1.8725490493874688,46.04914708092815,0.0,0,1,1,0,1,1,0,0,0,0
10152,18,5,7,9,5,10,26.42630160768164,0.43425720877583013,0.6,51.41995997401962,0.0,0,0,1,0,0,0,1,0,0,0
10153,11,3,27,7,2,8,20.521228844213567,0.5622521618882372,2.5527656568500885,62.94944760809581,0.0,0,0,1,0,0,0,1,1,0,0
10159,21,5,29,9,9,3,23.29935153903997,0.7813638829596112,3.687695100567054,36.96468310620539,0.0,1,0,1,0,0,1,0,1,0,0
10160,20,6,17,5,2,4,15.1,0.756085859322372,1.9178701720573488,23.56736531595059,0.25,0,0,1,0,1,1,0,0,0,0
10162,33,9,38,4,8,9,26.995499176205147,0.5713393955086664,4.676589105239131,23.61087025841849,0.0,0,0,1,0,1,0,1,1,0,0
10167,14,4,12,6,8,12,23.91981086508568,0.7534261944089607,3.26733759985594,32.600188793792675,0.75,0,1,1,0,0,1,0,1,0,0
10171,42,11,50,3,10,9,27.167959051064443,0.7432808741592943,3.088732406429758,5.223385877536227,0.0,0,0,1,0,1,0,1,1,0,1
10173,38,11,28,4,9,12,18.07636705561576,0.46891572859956143,4.123197509799374,65.7203442528914,0.75,1,0,1,0,1,1,0,1,0,1
10178,36,11,46,2,13,11,17.683456957802008,0.9655327031352572,1.5901957954113166,29.148943770399946,0.5,0,0,1,0,0,0,1,0,0,1
10180,36,10,0,9,13,8,18.05172523545384,0.8210481493482688,4.205011756939969,23.92232142590305,0.75,0,1,1,0,1,0,0,1,0,1
10181,39,11,19,10,8,5,20.571019925236683,0.6898296462475986,2.7283215931046256,50.87076337319919,0.75,0,1,1,1,0,0,0,1,1,0
10183,41,12,38,5,12,17,25.17679660197713,0.9677027419113284,4.086564802615034,22.002520153994173,0.75,1,0,1,0,1,1,0,1,1,1
10185,41,11,20,5,11,12,16.324605570947462,0.7310365652006656,3.221714982757057,20.86018742925817,0.0,0,0,1,0,0,1,0,0,0,0
10188,26,7,11,8,1,5,20.476973791347778,0.40399999999999997,3.117610712594457,51.0034809039673,0.25,0,0,1,0,0,0,1,1,0,0
10189,48,13,28,6,14,7,23.218355114343293,0.6376411385589297,2.131985992822893,37.57588723834915,0.75,0,0,1,0,1,1,0,1,0,0
10190,33,10,26,3,9,8,19.660218003903395,0.8214264783209057,4.545745877903088,16.40427659687505,0.25,0,1,1,0,0,1,0,1,0,1
10193,33,10,36,5,6,6,23.269765498084016,0.7934831052911961,2.3831019263003643,2.991077752274101,0.25,0,1,1,0,0,1,0,1,0,0
10201,12,3,23,2,1,7,21.361783176700246,0.726298196148361,3.2452686133979887,2.3,0.5,1,0,1,0,0,1,0,0,0,0
10202,12,3,22,5,3,3,22.70322795382804,0.5587881082757361,3.0307711984764487,50.60905793393208,0.0,0,1,1,0,0,0,1,1,0,0
10204,7,3,17,4,3,8,23.400951995261348,0.7621335868545447,3.914572673721918,71.06853475911632,0.75,0,0,1,0,1,1,0,0,0,0
10208,15,4,39,6,6,3,20.90758800092166,0.7219567870979843,1.8350355609015845,69.64447940610862,0.0,0,1,1,0,0,0,1,1,0,0
10209,49,14,7,6,11,8,15.1,0.7113847523668781,2.791394383414092,41.93872851436464,0.25,0,1,1,0,0,0,1,1,0,1
10210,13,4,21,5,4,4,23.23083937588673,0.8447029537975616,3.0904033298657176,23.61044202274776,0.25,0,0,1,0,0,1,0,0,0,1
10224,30,8,15,8,8,13,24.250834801064546,0.4852755993641506,2.034262223700242,41.83585985208008,0.0,0,0,1,0,1,1,0,1,1,0
10226,28,7,28,6,9,4,17.817669854225826,0.9940000000000001,3.2200085864174786,59.38653269356621,0.75,0,0,1,0,1,1,0,1,0,0
10228,7,2,39,3,1,2,23.35749048954144,0.40399999999999997,3.2930096445425057,47.633365958308,0.25,0,0,1,0,0,1,0,1,0,0
10234,26,7,40,6,7,8,18.707811220907264,0.5360028208899621,3.212775342689788,66.93240365128531,0.0,0,1,1,0,0,0,1,1,0,0
10235,41,12,30,5,12,13,21.27617366074213,0.759612483526152,3.372068525615405,82.72790880486716,0.0,0,0,1,0,1,0,0,1,0,0
10237,27,7,29,3,8,13,18.647034863090266,0.7457633331870455,2.7141521656166936,89.26308166118173,0.0,1,0,1,0,1,0,0,1,0,1
10238,33,9,45,1,7,8,22.305226697900256,0.9940000000000001,1.9202841735098417,26.49691351498228,0.0,0,0,1,0,0,0,1,0,0,0
10240,20,5,9,4,4,7,23.300274366212623,0.993557354177522,1.9460803781529408,48.329569195708615,0.0,0,0,1,0,1,0,1,0,0,0
10241,15,4,20,4,3,0,17.617913781036705,0.49801838192635856,2.8054755132564053,11.32487408541522,0.0,0,1,1,0,0,1,0,1,0,0
10243,16,5,22,5,9,8,17.084116422290876,0.9940000000000001,2.906162166603552,54.254689253002695,0.25,0,0,1,0,0,0,1,1,0,0
10244,22,7,38,2,2,4,21.284942614329147,0.6070663228524533,3.254168338275612,53.82555862853647,0.0,1,0,1,0,1,1,0,0,0,0
10245,16,5,21,8,6,1,21.41957179711448,0.6759325146148134,3.768417208855365,49.04518560691439,0.25,0,1,1,0,1,1,0,1,0,0
10247,39,11,24,1,6,0,18.88794409472754,0.6548899081747132,2.681582301413141,7.321359461950148,0.75,0,0,1,0,1,1,0,1,0,0
10251,19,6,22,2,9,14,26.88058648823532,0.8017350058688615,3.947421038757328,30.32342382994836,0.75,0,0,1,0,1,0,1,1,0,0
10253,27,7,11,7,7,9,19.69587203270073,0.8077698368171603,3.90728746704466,2.3,0.5,0,1,1,0,1,0,1,1,0,1
10254,27,8,41,1,9,13,26.43564505669653,0.6651969244495478,4.9,29.27097331478296,0.0,0,0,1,0,1,1,0,0,0,0
10256,26,7,46,1,10,4,15.1,0.9940000000000001,4.436106608920431,29.05103449100472,0.0,0,0,1,0,0,0,0,1,0,1
10258,27,7,44,5,8,9,24.08101656945372,0.619331949754725,3.925681369244761,65.6902088022349,0.75,0,0,1,0,0,1,0,1,0,1
10259,39,12,0,10,13,16,17.36484843305292,0.47371114944193754,2.012761301940002,68.24944508704958,0.0,0,1,1,0,0,1,0,1,1,1
10263,22,6,28,7,9,9,20.635793967272907,0.8421868534142806,3.4183686616917845,63.67284668933435,0.25,0,0,1,0,1,0,0,1,0,0
10264,33,9,19,3,11,7,17.10410124774584,0.7501535793189078,3.894006230240851,47.05082007931922,0.0,0,1,1,0,1,0,1,1,0,0
10268,9,3,27,4,4,3,25.311612995364367,0.8818926919112647,4.2552422915882815,57.97187235122196,0.25,0,0,1,0,1,1,0,1,1,1
10272,31,8,12,8,8,6,20.616442900050284,0.6543257949255735,1.983566979307847,30.46392327151327,0.0,0,1,1,0,1,1,0,0,1,1
10275,24,6,42,1,9,3,19.6072401198054,0.8383340287209406,3.614308278256308,26.556852899663586,0.75,0,1,1,0,0,1,0,1,0,1
10277,25,7,15,9,7,10,20.481275690537977,0.7674532286971111,1.4080466639255378,37.62865744045827,0.25,1,0,1,1,0,1,0,0,1,1
10283,37,11,23,7,12,12,27.24675502050668,0.6794513651233275,3.0861959768658123,79.17844067817668,0.25,0,1,1,0,1,0,0,1,0,1
10287,20,5,23,6,1,3,20.40445102842546,0.8751869995019931,1.118587859090206,33.235939987842464,0.0,0,0,1,0,0,1,0,0,0,0
10289,31,9,43,4,6,7,26.60083515175589,0.6937414990228321,2.742192485652086,2.3,0.5,0,0,1,0,1,0,1,0,0,0
10290,23,7,26,5,7,1,19.28905088676998,0.9940000000000001,2.2645231685399585,2.3,0.5,0,0,1,1,0,0,0,1,0,0
10294,14,4,17,8,2,1,18.597968084297783,0.7866594335920679,1.215356734011521,28.29163435639984,0.25,0,0,1,0,0,1,0,1,0,0
10296,27,8,18,7,2,2,29.630992037496,0.57082769137323,1.4361341443556976,13.99494511025885,0.0,0,1,1,0,1,0,1,0,0,0
10297,5,1,27,6,1,0,21.09440501541968,0.44664661317807813,3.495198437022979,35.72269633512261,0.25,0,0,1,0,0,0,0,1,0,1
10298,10,2,28,4,6,10,23.703113349373155,0.9940000000000001,3.7099981326209694,74.18459289691864,0.75,0,0,1,0,1,0,0,1,1,0
10304,22,6,30,2,2,2,19.20617921745938,0.5329708384122079,2.8888812059251463,43.06881681245704,0.25,0,0,1,0,0,1,0,1,0,0
10305,26,7,22,5,7,10,20.88587315923099,0.6612003406098477,2.2313914694986425,65.66738488656719,0.0,0,0,1,1,0,0,1,1,0,0
10307,25,7,24,5,5,12,27.562508051915472,0.8838714290365437,2.5817344568285487,30.30960235656905,0.75,1,0,1,0,1,1,0,1,0,0
10311,45,13,15,3,16,10,22.43389002135205,0.9940000000000001,3.5820723771029384,34.35849355401187,0.0,0,1,1,0,0,1,0,0,1,1
10313,40,11,0,8,9,5,19.62994679598943,0.68692417518653,2.3935146590933565,24.03687548781147,0.25,0,0,1,0,0,1,0,0,0,0
10315,11,3,27,5,3,3,20.07787937880058,0.7909372566564666,3.231279418221009,32.68536745279601,0.0,0,0,1,0,1,1,0,0,0,0
10317,19,5,2,7,5,7,22.40736820399504,0.7349151158258398,3.333191317719433,48.90082285755104,0.25,0,0,1,0,1,1,0,1,0,0
10319,27,7,29,8,7,12,22.968096017746248,0.641316077360978,1.465508380318877,80.40097408251526,0.0,0,0,1,0,1,0,1,1,0,0
10320,46,12,28,5,16,19,26.13390789503604,0.9940000000000001,2.2927668771523524,43.83522571846901,0.75,0,0,1,0,1,0,1,1,1,0
10321,32,9,0,9,5,2,16.58310370700824,0.4120469195768843,2.8690490506279613,18.986184648782466,0.25,0,1,1,0,0,1,0,1,0,0
10329,41,12,16,10,14,10,20.90475132148979,0.7882430535012058,3.7529338026822106,64.07931285836311,0.0,0,0,1,0,1,0,1,1,1,0
10332,28,8,6,4,8,0,18.798302028710324,0.9443778937219165,3.478137806980388,46.623708287092455,0.5,0,0,1,0,0,0,1,1,1,0
10333,36,10,16,1,4,0,15.1,0.6384832508647285,2.066849396195723,65.50993690732429,0.25,0,0,1,0,0,1,0,1,0,1
10338,26,7,35,5,8,3,20.429535711498648,0.6451063693461839,3.134756530018068,74.78095445900532,0.75,0,1,1,0,0,1,0,1,0,0
10340,23,7,34,8,7,14,24.318667433346818,0.9022803667747173,3.478357768682692,64.49510121684587,0.0,0,0,1,0,0,1,0,0,0,0
10342,12,3,0,10,4,8,20.533998420835548,0.500599209982665,4.0817832956650095,77.8210617527256,0.0,0,0,1,0,0,1,0,0,0,0
10347,26,8,0,6,16,20,27.81181701904229,0.9215622362208616,3.300165150950744,15.010216270862166,0.5,0,0,1,0,1,0,1,1,0,0
10350,21,6,10,4,5,9,21.59226631550849,0.5389847791836488,2.333830943992093,85.36055967548887,0.75,0,0,1,0,0,1,0,1,0,1
10351,22,6,23,3,6,11,25.87655216763188,0.8166580496026877,3.264124977326409,70.71279234663032,0.25,1,0,1,0,1,0,0,1,0,1
10352,16,3,45,9,1,2,23.633028630016604,0.40399999999999997,4.710250729924157,30.675343026983224,0.0,0,0,1,0,0,1,0,1,0,0
10360,26,8,4,6,8,12,27.602933304254343,0.8074990928695245,1.836408365480632,60.60850481869397,0.0,0,0,1,0,1,0,0,1,0,0
10362,30,9,40,1,8,4,24.06881627950923,0.7525715997506813,3.724169478938684,28.735837904864606,0.25,0,1,1,0,0,1,0,0,0,0
10364,25,7,21,6,9,9,21.85090215943737,0.8104858117765221,1.5877433158643774,57.49984191176677,0.0,0,0,1,1,0,0,0,0,1,1
10368,35,10,22,6,8,1,15.1,0.45445056720201776,3.386778356922088,34.00568316298697,0.5,0,0,1,0,1,1,0,1,0,1
10372,29,9,24,7,11,7,25.210927190648107,0.9672915039958124,1.791865400356507,39.86141890831844,0.75,0,1,1,0,0,1,0,0,0,0
10374,17,4,11,7,7,3,15.1,0.6786689237518629,4.093890762462078,35.24173761712046,0.75,0,1,1,0,0,1,0,1,0,0
10375,30,8,40,8,4,8,16.987040764854786,0.5778249496962498,2.343712159348863,43.68425984013371,0.75,0,0,1,1,0,0,1,0,1,0
10381,28,8,17,1,7,8,24.039458261031896,0.8212785038926816,3.355492510092128,69.37505502850165,0.0,0,0,1,0,1,0,1,1,1,1
10383,44,13,0,7,17,16,26.12196139798588,0.659347241853768,3.728900877548021,85.57598855781411,0.75,0,1,1,0,1,0,1,1,0,1
10385,36,11,50,3,5,3,27.67853945458112,0.47824044168498614,4.741997889544951,28.954398746241072,0.0,1,0,1,0,1,1,0,1,1,0
10387,25,7,31,6,9,9,25.73756878078736,0.6487291741979196,3.310084495768761,60.49706298247354,0.25,0,0,1,0,0,0,1,1,0,0
10389,27,8,31,4,6,4,23.33885427603717,0.5368016556353993,4.21851999401313,47.892991721123146,0.25,0,1,1,0,1,0,1,1,1,1
